,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,dayfri,daymon,daysat,daysun,daythu,daytue,daywed,monthapr,monthaug,monthdec,monthfeb,monthjan,monthjul,monthjun,monthmar,monthmay,monthnov,monthoct,monthsep,size_category
172,91.4,142.4,601.4,10.6,20.1,39,5.4,0.0,2.74,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
173,90.9,126.5,686.5,7.0,17.7,39,2.2,0.0,3.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
174,90.2,96.9,624.2,8.9,14.2,53,1.8,0.0,3.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
175,90.2,96.9,624.2,8.9,20.3,39,4.9,0.0,4.53,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
176,81.5,9.1,55.2,2.7,5.8,54,5.8,0.0,4.61,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,small
177,90.2,99.6,631.2,6.3,19.2,44,2.7,0.0,4.69,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
178,90.1,82.9,735.7,6.2,18.3,45,2.2,0.0,4.88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,small
179,88.8,147.3,614.5,9.0,14.4,66,5.4,0.0,5.23,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,small
180,92.4,124.1,680.7,8.5,23.9,32,6.7,0.0,5.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
181,84.9,32.8,664.2,3.0,19.1,32,4.0,0.0,5.44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,small
182,86.8,15.6,48.3,3.9,12.4,53,2.2,0.0,6.38,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,large
183,91.7,48.5,696.1,11.1,16.8,45,4.5,0.0,6.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,large
184,93.9,135.7,586.7,15.1,20.8,34,4.9,0.0,6.96,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,large
185,91.0,129.5,692.6,7.0,17.6,46,3.1,0.0,7.04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,large
186,89.3,51.3,102.2,9.6,11.5,39,5.8,0.0,7.19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,large
187,90.9,126.5,686.5,7.0,21.0,42,2.2,0.0,7.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
188,90.8,41.9,89.4,7.9,13.3,42,0.9,0.0,7.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,large
189,90.7,44.0,92.4,5.5,11.5,60,4.0,0.0,8.24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,large
190,91.2,48.3,97.8,12.5,11.7,33,4.0,0.0,8.31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,large
191,95.2,131.7,578.8,10.4,24.2,28,2.7,0.0,8.68,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,large
192,94.8,108.3,647.1,17.0,24.6,22,4.5,0.0,8.71,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,large
193,92.9,133.3,699.6,9.2,24.3,25,4.0,0.0,9.41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,large
194,94.8,108.3,647.1,17.0,24.6,22,4.5,0.0,10.01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,large
195,93.9,135.7,586.7,15.1,23.5,36,5.4,0.0,10.02,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,large
196,81.5,9.1,55.2,2.7,5.8,54,5.8,0.0,10.93,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,large
197,92.9,137.0,706.4,9.2,21.5,15,0.9,0.0,11.06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
198,91.0,129.5,692.6,7.0,13.9,59,6.3,0.0,11.24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,large
199,63.5,70.8,665.3,0.8,22.6,38,3.6,0.0,11.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
200,91.0,129.5,692.6,7.0,21.6,33,2.2,0.0,11.53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,large
201,90.1,37.6,83.7,7.2,12.4,54,3.6,0.0,12.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,large
202,83.9,8.7,32.1,2.1,8.8,68,2.2,0.0,13.05,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,large
203,91.4,37.9,673.8,5.2,20.2,37,2.7,0.0,13.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,large
204,90.6,50.1,100.4,7.8,15.1,64,4.0,0.0,13.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,large
205,92.9,137.0,706.4,9.2,22.1,34,1.8,0.0,14.57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
206,93.5,139.4,594.2,20.3,22.9,31,7.2,0.0,15.45,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,large
207,91.0,129.5,692.6,7.0,20.7,37,2.2,0.0,17.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,large
208,92.4,117.9,668.0,12.2,19.6,33,6.3,0.0,19.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
209,93.7,80.9,685.2,17.9,23.2,26,4.9,0.0,23.41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
210,90.6,43.7,686.9,6.7,18.4,25,3.1,0.0,24.23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,large
211,93.5,139.4,594.2,20.3,5.1,96,5.8,0.0,26.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,large
212,94.3,85.1,692.3,15.9,20.1,47,4.9,0.0,26.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
213,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,27.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,large
214,91.7,35.8,80.8,7.8,17.0,27,4.9,0.0,28.66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,large
215,91.7,35.8,80.8,7.8,17.0,27,4.9,0.0,28.66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,large
216,92.4,124.1,680.7,8.5,16.9,60,1.3,0.0,29.48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
217,88.6,91.8,709.9,7.1,12.4,73,6.3,0.0,30.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
218,92.9,133.3,699.6,9.2,19.4,19,1.3,0.0,31.72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,large
219,90.1,39.7,86.6,6.2,15.2,27,3.1,0.0,31.86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,large
220,90.2,99.6,631.2,6.3,16.2,59,3.1,0.0,32.07,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,large
221,93.3,141.2,713.9,13.9,18.6,49,3.6,0.0,35.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
222,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,36.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,large
223,88.3,150.3,309.9,6.8,13.4,79,3.6,0.0,37.02,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,large
224,90.1,82.9,735.7,6.2,15.4,57,4.5,0.0,37.71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,large
225,93.5,149.3,728.6,8.1,22.9,39,4.9,0.0,48.55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
226,91.7,48.5,696.1,11.1,16.1,44,4.0,0.0,49.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,large
227,92.2,81.8,480.8,11.9,20.1,34,4.5,0.0,58.3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,large
228,93.5,149.3,728.6,8.1,28.3,26,3.1,0.0,64.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
229,92.2,81.8,480.8,11.9,16.4,43,4.0,0.0,71.3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,large
230,92.9,133.3,699.6,9.2,26.4,21,4.5,0.0,88.49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,large
231,93.5,149.3,728.6,8.1,27.8,27,3.1,0.0,95.18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
232,91.0,129.5,692.6,7.0,18.7,43,2.7,0.0,103.39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,large
233,84.4,73.4,671.9,3.2,24.3,36,3.1,0.0,105.66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,large
234,92.5,121.1,674.4,8.6,17.7,25,3.1,0.0,154.88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
235,91.4,142.4,601.4,10.6,19.6,41,5.8,0.0,196.48,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,large
236,92.5,121.1,674.4,8.6,18.2,46,1.8,0.0,200.94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
237,91.0,129.5,692.6,7.0,18.8,40,2.2,0.0,212.88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,large
238,92.5,121.1,674.4,8.6,25.1,27,4.0,0.0,1090.84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
239,81.9,3.0,7.9,3.5,13.4,75,1.8,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,small
240,88.0,17.2,43.5,3.8,15.2,51,2.7,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,small
241,83.0,23.3,85.3,2.3,16.7,20,3.1,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,small
242,94.2,122.3,589.9,12.9,15.4,66,4.0,0.0,10.13,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,large
243,91.8,175.1,700.7,13.8,21.9,73,7.6,1.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
244,91.8,175.1,700.7,13.8,22.4,54,7.6,0.0,2.87,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
245,91.8,175.1,700.7,13.8,26.8,38,6.3,0.0,0.76,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
246,91.8,175.1,700.7,13.8,25.7,39,5.4,0.0,0.09,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
247,92.2,91.6,503.6,9.6,20.7,70,2.2,0.0,0.75,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,small
248,93.1,157.3,666.7,13.5,28.7,28,2.7,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,small
249,93.1,157.3,666.7,13.5,21.7,40,0.4,0.0,2.47,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,small
250,93.1,157.3,666.7,13.5,26.8,25,3.1,0.0,0.68,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,small
251,93.1,157.3,666.7,13.5,24.0,36,3.1,0.0,0.24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,small
252,93.1,157.3,666.7,13.5,22.1,37,3.6,0.0,0.21,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,small
253,91.9,109.2,565.5,8.0,21.4,38,2.7,0.0,1.52,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
254,91.6,138.1,621.7,6.3,18.9,41,3.1,0.0,10.34,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,large
255,87.5,77.0,694.8,5.0,22.3,46,4.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
256,94.2,117.2,581.1,11.0,23.9,41,2.2,0.0,8.02,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,large
257,94.2,117.2,581.1,11.0,21.4,44,2.7,0.0,0.68,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
258,91.8,170.9,692.3,13.7,20.6,59,0.9,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
259,91.8,170.9,692.3,13.7,23.7,40,1.8,0.0,1.38,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
260,93.6,97.9,542.0,14.4,28.3,32,4.0,0.0,8.85,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,large
261,91.6,112.4,573.0,8.9,11.2,84,7.6,0.0,3.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
262,91.6,112.4,573.0,8.9,21.4,42,3.1,0.0,4.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
263,91.1,141.1,629.1,7.1,19.3,39,3.6,0.0,1.56,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,small
264,94.3,167.6,684.4,13.0,21.8,53,3.1,0.0,6.54,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,large
265,93.7,102.2,550.3,14.6,22.1,54,7.6,0.0,0.79,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,small
266,94.3,131.7,607.1,22.7,19.4,55,4.0,0.0,0.17,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,small
267,92.1,152.6,658.2,14.3,23.7,24,3.1,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,small
268,92.1,152.6,658.2,14.3,21.0,32,3.1,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,small
269,92.1,152.6,658.2,14.3,19.1,53,2.7,0.0,4.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,small
270,92.1,152.6,658.2,14.3,21.8,56,3.1,0.0,0.52,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,small
271,92.1,152.6,658.2,14.3,20.1,58,4.5,0.0,9.27,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,large
272,92.1,152.6,658.2,14.3,20.2,47,4.0,0.0,3.09,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,small
273,84.4,27.2,353.5,6.8,4.8,57,8.5,0.0,8.98,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,large
274,84.0,27.8,354.6,5.3,5.1,61,8.0,0.0,11.19,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,large
275,84.6,26.4,352.0,2.0,5.1,61,4.9,0.0,5.38,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,small
276,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,17.85,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,large
277,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,10.73,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,large
278,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,22.03,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,large
279,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,9.77,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,large
280,84.7,26.7,352.6,4.1,2.2,59,4.9,0.0,9.27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,large
281,85.4,25.4,349.7,2.6,5.1,24,8.5,0.0,24.77,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,large
282,84.9,27.5,353.5,3.4,4.2,51,4.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,small
283,86.9,6.6,18.7,3.2,8.8,35,3.1,0.0,1.1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,small
284,85.2,4.9,15.8,6.3,7.5,46,8.0,0.0,24.24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,large
285,93.9,169.7,411.8,12.3,23.4,40,6.3,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,small
286,91.2,183.1,437.7,12.5,12.6,90,7.6,0.2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,small
287,91.6,104.2,474.9,9.0,22.1,49,2.7,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,small
288,91.6,104.2,474.9,9.0,24.2,32,1.8,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,small
289,91.6,104.2,474.9,9.0,24.3,30,1.8,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,small
290,91.6,104.2,474.9,9.0,18.7,53,1.8,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,small
291,91.6,104.2,474.9,9.0,25.3,39,0.9,0.0,8.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,large
292,91.6,100.2,466.3,6.3,22.9,40,1.3,0.0,2.64,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,small
293,93.1,180.4,430.8,11.0,26.9,28,5.4,0.0,86.45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,large
294,92.3,88.8,440.9,8.5,17.1,67,3.6,0.0,6.57,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,large
295,93.1,180.4,430.8,11.0,22.2,48,1.3,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,small
296,90.4,89.5,290.8,6.4,14.3,46,1.8,0.0,0.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,small
297,90.4,89.5,290.8,6.4,15.4,45,2.2,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,small
298,91.2,147.8,377.2,12.7,19.6,43,4.9,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,small
299,53.4,71.0,233.8,0.4,10.6,90,2.7,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,small
300,90.4,93.3,298.1,7.5,20.7,25,4.9,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,small
301,90.4,93.3,298.1,7.5,19.1,39,5.4,0.0,3.52,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,small
302,91.1,94.1,232.1,7.1,19.2,38,4.5,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,small
303,91.1,94.1,232.1,7.1,19.2,38,4.5,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,small
304,85.1,28.0,113.8,3.5,11.3,94,4.9,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,small
305,89.6,84.1,714.3,5.7,19.0,52,2.2,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
306,89.6,84.1,714.3,5.7,17.1,53,5.4,0.0,0.41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
307,89.6,84.1,714.3,5.7,23.8,35,3.6,0.0,5.18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
308,92.4,105.8,758.1,9.9,16.0,45,1.8,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
309,92.4,105.8,758.1,9.9,24.9,27,2.2,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
310,92.4,105.8,758.1,9.9,25.3,27,2.7,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
311,92.4,105.8,758.1,9.9,24.8,28,1.8,0.0,14.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
312,50.4,46.2,706.6,0.4,12.2,78,6.3,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
313,92.6,115.4,777.1,8.8,24.3,27,4.9,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,small
314,92.6,115.4,777.1,8.8,19.7,41,1.8,0.0,1.58,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,small
315,91.2,134.7,817.5,7.2,18.5,30,2.7,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,small
316,92.4,96.2,739.4,8.6,18.6,24,5.8,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
317,92.4,96.2,739.4,8.6,19.2,24,4.9,0.0,3.78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
318,92.8,119.0,783.5,7.5,21.6,27,2.2,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
319,92.8,119.0,783.5,7.5,21.6,28,6.3,0.0,4.41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
320,92.8,119.0,783.5,7.5,18.9,34,7.2,0.0,34.36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
321,92.8,119.0,783.5,7.5,16.8,28,4.0,0.0,7.21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
322,92.8,119.0,783.5,7.5,16.8,28,4.0,0.0,1.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
323,90.7,136.9,822.8,6.8,12.9,39,2.7,0.0,2.18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
324,88.1,53.3,726.9,5.4,13.7,56,1.8,0.0,4.42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
325,92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
326,92.2,102.3,751.5,8.4,24.1,27,3.1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
327,92.2,102.3,751.5,8.4,21.2,32,2.2,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
328,92.2,102.3,751.5,8.4,19.7,35,1.8,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
329,92.2,102.3,751.5,8.4,23.5,27,4.0,0.0,3.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
330,92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,6.58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
331,91.2,124.4,795.3,8.5,21.5,28,4.5,0.0,15.64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
332,91.2,124.4,795.3,8.5,17.1,41,2.2,0.0,11.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
333,92.1,87.7,721.1,9.5,18.1,54,3.1,0.0,2.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
334,91.6,108.4,764.0,6.2,18.0,51,5.4,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
335,91.6,108.4,764.0,6.2,9.8,86,1.8,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
336,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
337,91.6,108.4,764.0,6.2,23.0,34,2.2,0.0,56.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
338,91.6,108.4,764.0,6.2,22.7,35,2.2,0.0,7.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,large
339,91.6,108.4,764.0,6.2,20.4,41,1.8,0.0,1.47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
340,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,3.93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
341,91.9,111.7,770.3,6.5,15.7,51,2.2,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
342,91.5,130.1,807.1,7.5,20.6,37,1.8,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
343,91.5,130.1,807.1,7.5,15.9,51,4.5,0.0,2.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,small
